,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Class_Business,Class_Eco,Class_Eco Plus
28,1,1.2502270135469578,0,-0.43293176224729674,0.16130017476849517,0.8459664987232046,-0.16089708589788312,1.2204373546257867,0.3879024266465155,-1.053421925920756,-1.1407273786003505,0.44647388390210063,-2.249500507904519,1.3027666175103296,-1.4298003719502494,1.2881049368379653,0,0.0,1.0,0.0
29,1,0.10907408224003606,1,-0.03184818795460427,1.6289996722070303,1.5496484973284324,1.3393088432199074,1.2204373546257867,1.1505890696793812,1.199244534812203,0.42825326729793783,-1.8458787632077784,0.27217258219097334,-1.0812152371505148,0.2722416159674334,1.2881049368379653,1,0.0,1.0,0.0
30,1,1.317353656565012,1,1.234010702617942,-0.5725495739507724,-1.2650794970924784,-1.6611030150156736,-0.9973299625208364,-0.3747842163863503,-1.053421925920756,-1.1407273786003505,-1.0817612141711521,-1.4089428112060216,-1.8758758553707962,-1.4298003719502494,-0.23727245298732386,0,1.0,0.0,0.0
31,1,0.6460872263844698,1,2.345305679194768,-1.30639932267004,-1.2650794970924784,-0.16089708589788312,1.2204373546257867,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,1.3027666175103296,1.1232626099262748,1.2881049368379653,1,1.0,0.0,0.0
32,1,-0.5621923479405061,1,-0.49945294042267013,-0.5725495739507724,1.5496484973284324,-0.9110000504567783,-0.9973299625208364,-1.137470859419216,-1.053421925920756,-1.1407273786003505,0.44647388390210063,-1.4089428112060216,0.5081059992900481,-1.4298003719502494,-0.9999611478999685,0,1.0,0.0,0.0
33,1,1.988620086745554,0,-0.4877139089799572,0.8951499234877628,0.8459664987232046,-0.9110000504567783,-0.2580741901386287,-0.3747842163863503,1.199244534812203,1.212743590247082,0.44647388390210063,1.1127302788894708,0.5081059992900481,1.1232626099262748,-1.7626498428126132,1,0.0,1.0,0.0
34,1,0.3775806543122529,1,-0.18445559670987263,0.16130017476849517,0.142284500117977,-0.9110000504567783,0.48118158224357904,0.3879024266465155,-0.30253310567643626,-0.3562370556512063,-0.31764366513452574,-0.568385114507524,-0.2865546189302333,-0.578779377991408,0.5254162419253208,0,0.0,1.0,0.0
35,1,1.8543668007094456,0,-0.2588027958470546,0.8951499234877628,0.8459664987232046,-0.16089708589788312,0.48118158224357904,-0.3747842163863503,-0.30253310567643626,0.42825326729793783,0.44647388390210063,0.27217258219097334,-0.2865546189302333,0.2722416159674334,-0.23727245298732386,1,0.0,1.0,0.0
36,1,0.4447072973303071,0,1.1127073777099084,0.16130017476849517,0.142284500117977,0.5892058786610122,-0.2580741901386287,-0.3747842163863503,0.4483557145678834,-0.3562370556512063,-0.31764366513452574,0.27217258219097334,1.3027666175103296,1.1232626099262748,0.5254162419253208,0,0.0,1.0,0.0
37,1,1.9214934437274998,0,-0.905427777816493,0.16130017476849517,0.142284500117977,0.5892058786610122,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,-0.31764366513452574,0.27217258219097334,1.3027666175103296,0.2722416159674334,-0.23727245298732386,0,0.0,1.0,0.0
38,1,-0.9649522060488314,0,0.2518450719109587,0.8951499234877628,0.8459664987232046,1.3393088432199074,0.48118158224357904,1.1505890696793812,1.199244534812203,0.42825326729793783,1.210591432938727,1.1127302788894708,0.5081059992900481,1.1232626099262748,1.2881049368379653,1,0.0,1.0,0.0
39,1,-1.3677120641571565,0,-0.40749719412141866,0.16130017476849517,0.8459664987232046,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,0.42825326729793783,-0.31764366513452574,-0.568385114507524,-1.8758758553707962,0.2722416159674334,0.5254162419253208,0,0.0,1.0,0.0
40,1,0.9817204414747408,1,2.41965287833195,-0.5725495739507724,-0.5613974984872506,0.5892058786610122,-0.2580741901386287,-0.3747842163863503,-1.053421925920756,-1.1407273786003505,-1.0817612141711521,-1.4089428112060216,0.5081059992900481,-1.4298003719502494,0.5254162419253208,0,1.0,0.0,0.0
41,0,0.04194743922198185,1,-1.080534996836961,-0.5725495739507724,-0.5613974984872506,-1.6611030150156736,-0.9973299625208364,-1.9001575024520818,-1.8043107461650756,-1.1407273786003505,-1.0817612141711521,-0.568385114507524,-1.8758758553707962,0.2722416159674334,-1.7626498428126132,0,1.0,0.0,0.0
42,1,0.9817204414747408,1,-0.8408631048815718,0.16130017476849517,-1.2650794970924784,0.5892058786610122,-0.2580741901386287,0.3879024266465155,-0.30253310567643626,-0.3562370556512063,-0.31764366513452574,-0.568385114507524,-1.0812152371505148,-0.578779377991408,-0.23727245298732386,0,0.0,1.0,0.0
43,1,0.6460872263844698,1,0.4641258905000179,-1.30639932267004,-1.2650794970924784,0.5892058786610122,0.48118158224357904,0.3879024266465155,-0.30253310567643626,-0.3562370556512063,0.44647388390210063,1.1127302788894708,0.5081059992900481,1.1232626099262748,0.5254162419253208,1,1.0,0.0,0.0
44,1,0.04194743922198185,1,0.5316253212956173,0.16130017476849517,0.142284500117977,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,0.5081059992900481,0.2722416159674334,0.5254162419253208,1,1.0,0.0,0.0
45,1,-0.9649522060488314,1,-0.5669523712182696,0.8951499234877628,0.8459664987232046,0.5892058786610122,1.2204373546257867,0.3879024266465155,0.4483557145678834,0.42825326729793783,1.210591432938727,1.1127302788894708,1.3027666175103296,0.2722416159674334,0.5254162419253208,1,1.0,0.0,0.0
46,1,1.048847084492795,0,-0.9572751666884752,0.16130017476849517,0.142284500117977,-1.6611030150156736,-0.2580741901386287,-1.9001575024520818,-1.8043107461650756,0.42825326729793783,-0.31764366513452574,-0.568385114507524,0.5081059992900481,0.2722416159674334,-1.7626498428126132,0,0.0,1.0,0.0
47,1,1.384480299583066,1,-0.27836784825157623,-1.30639932267004,0.8459664987232046,-0.9110000504567783,-0.2580741901386287,0.3879024266465155,-1.8043107461650756,-1.9252177015494945,-1.8458787632077784,-2.249500507904519,0.5081059992900481,-2.2808213659090906,-0.9999611478999685,0,1.0,0.0,0.0
48,1,-0.8978255630307771,1,0.7419496346442244,0.8951499234877628,0.8459664987232046,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,1.212743590247082,0.44647388390210063,-2.249500507904519,0.5081059992900481,-0.578779377991408,0.5254162419253208,1,1.0,0.0,0.0
49,1,0.6460872263844698,1,0.46901715360114826,1.6289996722070303,1.5496484973284324,-0.9110000504567783,1.2204373546257867,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,0.5081059992900481,1.1232626099262748,0.5254162419253208,1,1.0,0.0,0.0
50,1,0.3775806543122529,1,2.294436542943012,0.8951499234877628,0.8459664987232046,1.3393088432199074,1.2204373546257867,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,0.5081059992900481,1.1232626099262748,1.2881049368379653,1,1.0,0.0,0.0
51,1,-1.6362186362293734,1,2.305197321765499,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,-0.3562370556512063,-0.31764366513452574,1.1127302788894708,1.3027666175103296,1.1232626099262748,0.5254162419253208,1,1.0,0.0,0.0
52,1,1.4516069426011202,1,1.2770538179078896,-1.30639932267004,-1.2650794970924784,1.3393088432199074,-0.2580741901386287,1.1505890696793812,0.4483557145678834,0.42825326729793783,0.44647388390210063,1.1127302788894708,-0.2865546189302333,0.2722416159674334,-1.7626498428126132,1,1.0,0.0,0.0
53,0,0.3104540112941987,1,-0.8819497149310671,0.16130017476849517,-0.5613974984872506,-0.9110000504567783,-0.2580741901386287,-1.137470859419216,-1.053421925920756,0.42825326729793783,-0.31764366513452574,1.1127302788894708,0.5081059992900481,1.1232626099262748,-0.9999611478999685,0,1.0,0.0,0.0
54,0,-1.3005854211391024,1,-0.7978199895916243,0.8951499234877628,0.8459664987232046,-0.9110000504567783,0.48118158224357904,-0.3747842163863503,-1.053421925920756,0.42825326729793783,1.210591432938727,0.27217258219097334,-0.2865546189302333,0.2722416159674334,-0.9999611478999685,0,0.0,1.0,0.0
55,1,-1.0320788490668855,1,1.390531121854115,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,0.42825326729793783,-1.0817612141711521,-0.568385114507524,-1.8758758553707962,-1.4298003719502494,0.5254162419253208,1,1.0,0.0,0.0
56,1,0.4447072973303071,1,-0.5943434445845998,-1.30639932267004,-1.2650794970924784,0.5892058786610122,0.48118158224357904,-0.3747842163863503,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-1.0812152371505148,0.2722416159674334,1.2881049368379653,1,1.0,0.0,0.0
57,1,-1.3677120641571565,0,-0.04260896677709114,-1.30639932267004,-1.2650794970924784,-0.9110000504567783,-1.7365857349030442,-1.137470859419216,-1.053421925920756,-0.3562370556512063,-1.0817612141711521,0.27217258219097334,-0.2865546189302333,0.2722416159674334,-0.9999611478999685,0,1.0,0.0,0.0
58,1,-0.9649522060488314,1,0.20586719876033296,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,1.212743590247082,1.210591432938727,1.1127302788894708,1.3027666175103296,0.2722416159674334,0.5254162419253208,1,1.0,0.0,0.0
59,0,-0.8978255630307771,1,-0.8203197998568241,-0.5725495739507724,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,-1.9001575024520818,-0.30253310567643626,1.212743590247082,0.44647388390210063,-0.568385114507524,1.3027666175103296,-0.578779377991408,-0.23727245298732386,0,0.0,1.0,0.0
60,1,1.652986871655283,0,-0.62173451795093,-0.5725495739507724,-0.5613974984872506,1.3393088432199074,-0.2580741901386287,0.3879024266465155,-1.053421925920756,-1.1407273786003505,-1.0817612141711521,-1.4089428112060216,0.5081059992900481,-1.4298003719502494,0.5254162419253208,0,0.0,0.0,1.0
61,1,1.1831003705289034,1,1.1890110820875426,-1.30639932267004,-1.2650794970924784,0.5892058786610122,1.2204373546257867,1.1505890696793812,-0.30253310567643626,-0.3562370556512063,-0.31764366513452574,-0.568385114507524,1.3027666175103296,-0.578779377991408,0.5254162419253208,1,1.0,0.0,0.0
62,1,-0.9649522060488314,1,-0.40358418364051435,0.8951499234877628,0.142284500117977,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,-1.9252177015494945,-1.0817612141711521,0.27217258219097334,-1.8758758553707962,0.2722416159674334,0.5254162419253208,1,0.0,1.0,0.0
63,1,1.8543668007094456,0,-1.0961870387605783,0.8951499234877628,0.8459664987232046,-1.6611030150156736,0.48118158224357904,-1.9001575024520818,-1.8043107461650756,0.42825326729793783,-0.31764366513452574,-0.568385114507524,-0.2865546189302333,0.2722416159674334,-1.7626498428126132,0,0.0,1.0,0.0
64,1,-1.0320788490668855,0,-0.5757566448003043,-0.5725495739507724,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,-0.3747842163863503,-0.30253310567643626,1.212743590247082,1.210591432938727,0.27217258219097334,-0.2865546189302333,0.2722416159674334,-0.23727245298732386,0,0.0,0.0,1.0
65,1,0.9145937984566866,0,-0.21967269103801149,-0.5725495739507724,0.142284500117977,0.5892058786610122,1.2204373546257867,0.3879024266465155,-1.053421925920756,-1.1407273786003505,-0.31764366513452574,-1.4089428112060216,1.3027666175103296,-1.4298003719502494,1.2881049368379653,0,0.0,1.0,0.0
66,1,-1.770471922265482,0,-0.21967269103801149,-0.5725495739507724,-0.5613974984872506,-0.9110000504567783,-0.9973299625208364,-0.3747842163863503,-1.053421925920756,0.42825326729793783,0.44647388390210063,1.1127302788894708,-0.2865546189302333,0.2722416159674334,-0.9999611478999685,0,0.0,1.0,0.0
67,1,-0.09230584681412657,1,-0.10619538709178629,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,-1.9252177015494945,1.210591432938727,-2.249500507904519,0.5081059992900481,-0.578779377991408,0.5254162419253208,1,1.0,0.0,0.0
68,1,1.384480299583066,1,2.599651360453549,1.6289996722070303,1.5496484973284324,-0.9110000504567783,0.48118158224357904,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,-0.2865546189302333,1.1232626099262748,1.2881049368379653,1,1.0,0.0,0.0
69,1,0.3104540112941987,1,-0.4632575934743052,0.8951499234877628,1.5496484973284324,-0.16089708589788312,-0.2580741901386287,0.3879024266465155,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-1.0812152371505148,0.2722416159674334,-0.23727245298732386,0,0.0,1.0,0.0
70,1,0.4447072973303071,0,-0.7410813376185117,-1.30639932267004,-1.2650794970924784,0.5892058786610122,-1.7365857349030442,0.3879024266465155,0.4483557145678834,-0.3562370556512063,-1.8458787632077784,-1.4089428112060216,-1.0812152371505148,-2.2808213659090906,0.5254162419253208,0,0.0,1.0,0.0
71,0,1.5187335856191746,1,-0.9318405985625972,0.16130017476849517,0.142284500117977,-1.6611030150156736,-0.2580741901386287,-1.9001575024520818,-1.8043107461650756,-0.3562370556512063,0.44647388390210063,0.27217258219097334,0.5081059992900481,1.1232626099262748,-1.7626498428126132,0,1.0,0.0,0.0
72,1,-0.8978255630307771,0,-0.3536933000089843,0.16130017476849517,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,-0.3747842163863503,-0.30253310567643626,1.212743590247082,-1.0817612141711521,0.27217258219097334,-1.0812152371505148,-2.2808213659090906,-0.23727245298732386,0,0.0,1.0,0.0
73,0,-0.8978255630307771,1,-0.7704289162252941,-2.0402490713893076,-1.968761495697706,-0.9110000504567783,-2.475841507285252,-1.137470859419216,-1.053421925920756,1.212743590247082,1.210591432938727,-1.4089428112060216,0.5081059992900481,-1.4298003719502494,-0.9999611478999685,1,1.0,0.0,0.0
74,1,-0.226559132850235,1,-0.8379283470208935,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,1.3027666175103296,1.1232626099262748,-0.23727245298732386,1,1.0,0.0,0.0
75,1,0.713213869402524,1,-0.5708653816991739,-1.30639932267004,-1.2650794970924784,1.3393088432199074,0.48118158224357904,0.3879024266465155,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,0.5081059992900481,0.2722416159674334,-0.23727245298732386,1,1.0,0.0,0.0
76,1,0.5789605833664155,1,1.8786791793469284,0.16130017476849517,0.142284500117977,0.5892058786610122,0.48118158224357904,0.3879024266465155,-0.30253310567643626,-0.3562370556512063,-0.31764366513452574,-0.568385114507524,1.3027666175103296,-0.578779377991408,0.5254162419253208,1,1.0,0.0,0.0
77,1,-0.025179203796072358,1,-1.014992071281814,0.8951499234877628,1.5496484973284324,0.5892058786610122,0.48118158224357904,0.3879024266465155,0.4483557145678834,-1.1407273786003505,-0.31764366513452574,-1.4089428112060216,0.5081059992900481,0.2722416159674334,0.5254162419253208,1,0.0,0.0,1.0
78,1,0.7803405124205782,1,-0.8731454413490324,-1.30639932267004,-1.2650794970924784,1.3393088432199074,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-0.2865546189302333,0.2722416159674334,1.2881049368379653,1,1.0,0.0,0.0
79,1,0.10907408224003606,1,-0.10619538709178629,1.6289996722070303,1.5496484973284324,0.5892058786610122,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-0.2865546189302333,0.2722416159674334,0.5254162419253208,1,1.0,0.0,0.0
80,1,-1.9047252083015902,0,-0.5434743083328437,0.16130017476849517,0.142284500117977,-1.6611030150156736,-0.2580741901386287,-1.9001575024520818,-1.8043107461650756,1.212743590247082,-0.31764366513452574,1.1127302788894708,0.5081059992900481,1.1232626099262748,-1.7626498428126132,0,0.0,1.0,0.0
81,1,1.048847084492795,1,0.8055360549589196,0.8951499234877628,0.8459664987232046,1.3393088432199074,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,0.44647388390210063,1.1127302788894708,-0.2865546189302333,0.2722416159674334,-0.23727245298732386,1,1.0,0.0,0.0
82,0,-1.3005854211391024,1,-1.0619481970526656,-2.0402490713893076,-1.968761495697706,-0.9110000504567783,-2.475841507285252,-1.137470859419216,-1.053421925920756,-1.9252177015494945,-0.31764366513452574,-0.568385114507524,-0.2865546189302333,1.1232626099262748,-0.9999611478999685,1,0.0,1.0,0.0
83,1,0.4447072973303071,0,0.3819526704010272,0.16130017476849517,-0.5613974984872506,1.3393088432199074,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,-1.0817612141711521,0.27217258219097334,-0.2865546189302333,0.2722416159674334,1.2881049368379653,0,0.0,0.0,1.0
84,1,1.048847084492795,1,-1.0864045125583177,1.6289996722070303,0.8459664987232046,1.3393088432199074,1.2204373546257867,1.1505890696793812,1.199244534812203,-1.9252177015494945,-1.8458787632077784,-2.249500507904519,1.3027666175103296,-2.2808213659090906,1.2881049368379653,1,0.0,1.0,0.0
85,1,-0.226559132850235,0,-0.6256475284318344,0.16130017476849517,0.142284500117977,-0.9110000504567783,-0.2580741901386287,-1.137470859419216,-1.053421925920756,1.212743590247082,-1.0817612141711521,1.1127302788894708,-0.2865546189302333,0.2722416159674334,-0.9999611478999685,0,0.0,1.0,0.0
86,1,-1.501965350193265,0,-0.36249757359101903,-2.0402490713893076,-1.968761495697706,-1.6611030150156736,-2.475841507285252,-1.9001575024520818,-1.8043107461650756,0.42825326729793783,1.210591432938727,-0.568385114507524,-1.8758758553707962,0.2722416159674334,-1.7626498428126132,1,0.0,1.0,0.0
87,1,1.048847084492795,1,-0.8848844727917453,-0.5725495739507724,-0.5613974984872506,0.5892058786610122,1.2204373546257867,1.1505890696793812,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,0.5081059992900481,1.1232626099262748,-0.23727245298732386,1,1.0,0.0,0.0
88,0,-1.0992054920849397,1,-0.5376047926114872,0.16130017476849517,0.142284500117977,-1.6611030150156736,-0.2580741901386287,-1.9001575024520818,-1.8043107461650756,-1.9252177015494945,-0.31764366513452574,0.27217258219097334,-0.2865546189302333,0.2722416159674334,-1.7626498428126132,0,0.0,1.0,0.0
89,1,1.988620086745554,0,-0.9817314821941272,0.16130017476849517,0.142284500117977,0.5892058786610122,1.2204373546257867,0.3879024266465155,-1.053421925920756,-1.1407273786003505,-0.31764366513452574,-2.249500507904519,-0.2865546189302333,-1.4298003719502494,0.5254162419253208,0,0.0,1.0,0.0
90,1,2.1900000157997166,1,-1.0717307232549265,0.8951499234877628,0.8459664987232046,-1.6611030150156736,0.48118158224357904,1.1505890696793812,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-1.8758758553707962,0.2722416159674334,-1.7626498428126132,1,0.0,1.0,0.0
